product_name,quantity
"Apple Smart Phone, Full Size",8
"Hon Swivel Stool, Set of Two",9
"Smead Trays, Blue",6
"Sanford Markers, Water Color",7
"Apple Signal Booster, with Caller ID",8
"Acco Binding Machine, Recycled",7
"Enermax Numeric Keypad, Bluetooth",7
"Sanford Pencil Sharpener, Fluorescent",6
"Rubbermaid Light Bulb, Durable",6
"Hewlett Copy Machine, Laser",7
"Canon Fax and Copier, Laser",6
BlackBerry Q10,8
"Maxell 74 Minute CD-R Spindle, 50/Pack",13
"Belkin Flash Drive, Bluetooth",6
"SAFCO Rocking Chair, Black",7
"Performers Binder/Pad Holder, Black",7
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,6
"SanDisk Cards & Envelopes, Recycled",9
Maxell 4.7GB DVD-R,7
"Green Bar Computer Printout Paper, Multicolor",6
"Ibico Index Tab, Clear",7
Xerox 229,6
"Hon Rocking Chair, Black",8
"Smead Box, Industrial",7
"Hon Swivel Stool, Black",9
"Wilson Jones Binding Machine, Clear",7
"Apple Office Telephone, VoIP",6
"GlobeWeis Manila Envelope, Set of 50",7
"Acco 3-Hole Punch, Durable",7
GBC Durable Plastic Covers,8
"Nokia Smart Phone, Cordless",7
"Bush Library with Doors, Metal",9
Chromcraft Rectangular Conference Tables,6
"SanDisk Cards & Envelopes, Premium",12
"Binney & Smith Sketch Pad, Blue",6
"Harbour Creations File Folder Labels, Laser Printer Compatible",7
"Harbour Creations Steel Folding Chair, Black",10
"Dania Classic Bookcase, Pine",8
"Avery Binder, Recycled",6
Colored Push Pins,7
"Sharp Copy Machine, Color",7
"Hewlett Copy Machine, High-Speed",7
"Eldon Trays, Wire Frame",10
"Belkin Keyboard, Erganomic",8
"Acco Binder, Clear",7
"Hon Metal Bookcases, Gray",9
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",7
"Ames Mailers, Recycled",7
"Safco Chair Connectors, 6/Carton",13
"Rubbermaid Light Bulb, Erganomic",8
"Eldon Folders, Blue",7
"HP Fax Machine, Digital",7
"Memorex Flash Drive, Bluetooth",7
"Harbour Creations Steel Folding Chair, Set of Two",9
"Green Bar Note Cards, Multicolor",7
Xerox 1988,9
Cisco SPA525G2 IP Phone - Wireless,9
Xerox 1931,6
"Konica Receipt Printer, Red",7
"Rogers Shelving, Industrial",12
"Boston Markers, Blue",6
"Boston Pens, Easy-Erase",14
"Sanford Pens, Blue",8
"Sanford Sketch Pad, Fluorescent",14
"Sauder Stackable Bookrack, Pine",8
"Motorola Speaker Phone, with Caller ID",6
Polycom VVX 310 VoIP phone,7
"Epson Receipt Printer, White",6
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",6
"Memorex Numeric Keypad, Bluetooth",6
"Advantus Stacking Tray, Erganomic",7
"Xerox Memo Slips, Premium",6
"OIC Colored Binder Clips, Assorted Sizes",14
"Avery Binder Covers, Durable",9
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8
"Novimex Executive Leather Armchair, Black",6
"Fellowes File Cart, Single Width",7
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,8
"GlobeWeis Clasp Envelope, Security-Tint",7
"Acme Scissors, Easy Grip",7
"Smead File Cart, Single Width",8
"Memorex Numeric Keypad, Erganomic",6
"Lesro Wood Table, Adjustable Height",7
"Epson Inkjet, Durable",8
"Green Bar Message Books, Recycled",7
"Binney & Smith Canvas, Blue",6
"Eaton Cards & Envelopes, 8.5 x 11",8
"Binney & Smith Markers, Easy-Erase",6
"Smead Trays, Blue",6
"Novimex File Folder Labels, Laser Printer Compatible",6
"Harbour Creations Round Labels, 5000 Label Set",6
"Chromcraft Wood Table, Rectangular",8
"Rogers File Cart, Single Width",6
"Acco Binder Covers, Clear",6
"Tenex Box, Blue",9
"Sanford Highlighters, Water Color",6
"Green Bar Parchment Paper, Premium",6
KeyTronic KT400U2 - Keyboard - Black,9
"Tenex Lockers, Blue",7
"Eldon File Cart, Single Width",6
"Cisco Audio Dock, Full Size",6
"Xerox Computer Printout Paper, 8.5 x 11",9
Xerox 216,6
"Hon Computer Table, with Bottom Storage",6
Logitech Gaming G510s - Keyboard,7
"Sauder 3-Shelf Cabinet, Mobile",8
"Tenex Door Stop, Durable",6
"Apple Headset, Cordless",8
"Deflect-O Clock, Duo Pack",7
"Advantus Push Pins, Bulk Pack",6
"Sanford Pens, Easy-Erase",6
"Ikea 3-Shelf Cabinet, Traditional",6
"Safco Floating Shelf Set, Mobile",6
"Smead Legal Exhibit Labels, 5000 Label Set",12
"Okidata Card Printer, Durable",6
"GlobeWeis Business Envelopes, Set of 50",6
"Wilson Jones Index Tab, Durable",6
"Rogers Trays, Industrial",14
"Logitech Keyboard, Programmable",9
"SanDisk Keyboard, Programmable",8
"Eldon File Cart, Single Width",6
"Novimex Bag Chairs, Adjustable",8
"Boston Markers, Fluorescent",7
"Dania Classic Bookcase, Pine",6
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6
Avery 516,8
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",6
"Ibico Binder Covers, Economy",14
"Avery Binder, Economy",6
Lexmark MX611dhe Monochrome Laser Printer,8
"Harbour Creations Executive Leather Armchair, Adjustable",6
"Office Star Rocking Chair, Black",9
"Hoover Microwave, Red",6
"Fellowes Trays, Wire Frame",9
SAFCO Arco Folding Chair,9
"Hunt PowerHouse Electric Pencil Sharpener, Blue",8
Carina Double Wide Media Storage Towers in Natural & Black,6
"Hon Rocking Chair, Black",8
"Hamilton Beach Stove, Silver",12
"Sauder Corner Shelving, Traditional",7
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",6
"SanDisk Cards & Envelopes, Recycled",6
Advantus Plastic Paper Clips,9
"Cardinal Hole Reinforcements, Clear",8
Sanford Liquid Accent Highlighters,6
Global Italian Leather Office Chair,6
"Kraft Interoffice Envelope, Security-Tint",6
"Sauder Floating Shelf Set, Pine",7
Nu-Dell Executive Frame,6
Newell 320,9
Alphabetical Labels for Top Tab Filing,7
Rosewill 107 Normal Keys USB Wired Standard Keyboard,6
"Harbour Creations Bag Chairs, Black",7
Peel & Seel Envelopes,7
"Eldon Folders, Single Width",8
"Stiletto Scissors, Steel",6
HON 5400 Series Task Chairs for Big and Tall,6
"Belkin Router, Erganomic",6
"Fiskars Shears, High Speed",14
"Apple Speaker Phone, with Caller ID",7
"SAFCO Swivel Stool, Adjustable",6
"Tenex Frame, Black",6
"Cameo Interoffice Envelope, Set of 50",10
"Eaton Note Cards, Premium",6
"Premier Elliptical Ring Binder, Black",7
"SanDisk Parchment Paper, Recycled",8
"Green Bar Note Cards, Multicolor",8
"Hon Round Labels, 5000 Label Set",6
"Rogers Shelving, Single Width",8
"Padded Folding Chairs, Black, 4/Carton",6
"Avery Binder, Durable",6
"Smead Box, Single Width",8
"Hon Color Coded Labels, Laser Printer Compatible",7
GBC Instant Index System for Binding Systems,7
"Smead Shipping Labels, Adjustable",6
"Apple Smart Phone, Full Size",6
KI Adjustable-Height Table,9
"Sanford Markers, Water Color",12
"Enermax Router, Bluetooth",7
"Fellowes Trays, Single Width",7
"Kraft Mailers, Recycled",7
"Cardinal 3-Hole Punch, Recycled",6
Staples,7
"BIC Markers, Fluorescent",7
Xerox 198,9
"Novimex Color Coded Labels, 5000 Label Set",7
"Eldon File Cart, Single Width",7
"Tenex Frame, Durable",7
"Advantus Photo Frame, Erganomic",7
"Office Star Bag Chairs, Set of Two",7
"SAFCO Steel Folding Chair, Adjustable",6
"Fiskars Trimmer, Easy Grip",6
"Avery File Folder Labels, Alphabetical",6
"Avery Removable Labels, Adjustable",8
"Kleencut Box Cutter, Serrated",8
Xerox 1960,6
"Ames Peel and Seal, Security-Tint",6
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",10
Xerox WorkCentre 6505DN Laser Multifunction Printer,7
Hon Olson Stacker Stools,7
"Breville Blender, White",9
"Decoflex Hanging Personal Folder File, Blue",6
"Deflect-O Photo Frame, Black",6
Project Tote Personal File,6
"HP Wireless Fax, Color",10
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,9
"Avery 3-Hole Punch, Economy",9
Bevis 44 x 96 Conference Tables,6
"Stanley Pencil Sharpener, Fluorescent",8
Avery 485,6
"Nokia Signal Booster, Full Size",10
"Safco Library with Doors, Traditional",9
"Eldon File Cart, Industrial",6
"Eldon Photo Frame, Erganomic",6
Staples,9
Xerox 1971,9
"Eldon Lockers, Wire Frame",7
"Stanley Canvas, Fluorescent",6
"Ibico 3-Hole Punch, Clear",8
"Boston Canvas, Water Color",7
"Ames Peel and Seal, Recycled",6
"Cuisinart Stove, Silver",7
"Hamilton Beach Coffee Grinder, Red",6
"Elite Box Cutter, High Speed",7
"OIC Staples, Metal",7
EcoTones Memo Sheets,9
"Ikea Classic Bookcase, Metal",6
"Novimex Executive Leather Armchair, Black",7
"Safco Floating Shelf Set, Pine",7
"Epson Card Printer, Durable",7
Xerox 1954,8
"HP Ink, Laser",6
"Logitech Keyboard, Erganomic",6
"BIC Markers, Water Color",8
"Avery Color Coded Labels, Laser Printer Compatible",6
"Enermax Memo Slips, Multicolor",6
"Avery Legal Exhibit Labels, 5000 Label Set",9
"Stockwell Thumb Tacks, Assorted Sizes",7
"Smead Color Coded Labels, Alphabetical",7
"Maxell Pro 80 Minute CD-R, 10/Pack",11
"Ibico Hole Reinforcements, Economy",6
"Acco Six-Outlet Power Strip, 4' Cord Length",6
Hoover Commercial Lightweight Upright Vacuum,6
"Wilson Jones Index Tab, Economy",6
"Ikea Floating Shelf Set, Traditional",6
"BIC Canvas, Fluorescent",9
"Cameo Manila Envelope, Security-Tint",7
"Stanley Canvas, Blue",6
"Tenex Shelving, Industrial",8
"GlobeWeis Peel and Seal, Set of 50",13
"Jiffy Mailers, Set of 50",6
"Fellowes Folders, Industrial",9
"Sauder Classic Bookcase, Traditional",8
"Hoover Refrigerator, White",8
"Rubbermaid Frame, Erganomic",7
"Belkin Memory Card, Bluetooth",7
"Eldon Shelving, Single Width",6
"Stockwell Rubber Bands, Bulk Pack",8
White GlueTop Scratch Pads,8
Tennsco Single-Tier Lockers,6
"Bevis Oval Conference Table, Walnut",9
"Dual Level, Single-Width Filing Carts",9
"Wilson Jones Binder Covers, Recycled",14
"Dania Corner Shelving, Traditional",7
"Advantus Frame, Duo Pack",6
"Breville Coffee Grinder, Silver",7
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",11
"Boston Pens, Easy-Erase",8
Eureka Sanitaire  Commercial Upright,6
"SAFCO Bag Chairs, Black",9
"OIC Clamps, Assorted Sizes",7
"Ibico Hole Reinforcements, Economy",9
DXL Angle-View Binders with Locking Rings by Samsill,7
Holmes Odor Grabber,6
"Boston Pencil Sharpener, Water Color",6
"Eldon Folders, Industrial",6
"Ames Peel and Seal, Set of 50",7
Letter or Legal Size Expandable Poly String Tie Envelopes,6
"Panasonic Printer, White",7
"Canon Copy Machine, High-Speed",6
"Stanley Sketch Pad, Blue",6
"Tenex Shelving, Wire Frame",9
"Epson Calculator, Red",6
"Hon Round Labels, Alphabetical",6
"Rubbermaid Frame, Duo Pack",8
"Novimex Executive Leather Armchair, Red",7
"Stiletto Trimmer, Serrated",7
"Canon Personal Copier, High-Speed",6
"Rubbermaid Clock, Erganomic",6
"Xerox Computer Printout Paper, Premium",8
"Tenex Trays, Industrial",6
"Kraft Manila Envelope, Security-Tint",7
"Stanley Sketch Pad, Easy-Erase",8
"Novimex Executive Leather Armchair, Red",7
"SanDisk Memory Card, USB",8
"Apple Signal Booster, Full Size",7
"Tenex Shelving, Industrial",6
"Eldon Door Stop, Durable",9
"Novimex Bag Chairs, Black",7
"Eldon File Cart, Industrial",6
"Hewlett Fax and Copier, Digital",6
"Green Bar Cards & Envelopes, Premium",6
"Cisco Signal Booster, with Caller ID",8
"Stockwell Clamps, Metal",8
"Fellowes Personal Hanging Folder Files, Navy",10
"Konica Receipt Printer, White",9
"Stanley Highlighters, Easy-Erase",6
"Hamilton Beach Microwave, Red",6
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",7
Motorola Droid Maxx,6
Cisco 8x8 Inc. 6753i IP Business Phone System,7
"Novimex Bag Chairs, Adjustable",6
"Hon Legal Exhibit Labels, Adjustable",8
"Brother Ink, Digital",10
Westinghouse Clip-On Gooseneck Lamps,7
"Stanley Pencil Sharpener, Water Color",9
"Wilson Jones Binder Covers, Recycled",7
DAX Cubicle Frames - 8x10,11
"Nokia Signal Booster, VoIP",8
"Hon Swivel Stool, Black",6
"Sanford Pencil Sharpener, Water Color",8
"Advantus Clamps, Bulk Pack",7
"Smead Lockers, Wire Frame",6
"Ibico Binding Machine, Clear",7
"Tenex Box, Industrial",6
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,9
"Panasonic Inkjet, White",7
"Office Star Rocking Chair, Red",6
"Nokia Smart Phone, Full Size",6
"Eldon Lockers, Single Width",9
"Jiffy Interoffice Envelope, with clear poly window",6
Xerox 1951,13
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",7
"Binney & Smith Pencil Sharpener, Water Color",6
"Jiffy Clasp Envelope, with clear poly window",7
"HP Fax Machine, High-Speed",6
"BIC Pencil Sharpener, Easy-Erase",7
"Novimex Shipping Labels, 5000 Label Set",6
"Avery Legal Exhibit Labels, Laser Printer Compatible",7
"Wilson Jones Index Tab, Economy",7
"SAFCO Rocking Chair, Adjustable",7
"Eldon File Cart, Industrial",8
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,6
"Global Wood Trimmed Manager's Task Chair, Khaki",6
"Eldon Base for stackable storage shelf, platinum",6
"Nokia Audio Dock, with Caller ID",8
"SAFCO Chairmat, Set of Two",6
"Acco Binder Covers, Clear",9
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",6
"Bevis Coffee Table, Adjustable Height",9
"Ibico Binding Machine, Clear",9
"Epson Calculator, Wireless",8
"Stiletto Scissors, Easy Grip",7
RCA Visys Integrated PBX 8-Line Router,6
"Sanford Sketch Pad, Blue",6
"Acme Shears, Easy Grip",6
Avery Durable Slant Ring Binders With Label Holder,6
"Wilson Jones Hole Reinforcements, Economy",6
"Safco Stackable Bookrack, Traditional",7
"Hon Chairmat, Set of Two",14
"Stanley Markers, Fluorescent",10
"Stiletto Trimmer, High Speed",6
"GlobeWeis Manila Envelope, Security-Tint",8
"Green Bar Memo Slips, Multicolor",6
"Breville Blender, White",9
"SAFCO Steel Folding Chair, Set of Two",9
"Eldon Shelving, Blue",6
"Rubbermaid Photo Frame, Durable",6
"Green Bar Note Cards, 8.5 x 11",6
"Enermax Parchment Paper, 8.5 x 11",6
"Eldon Lockers, Industrial",7
"Office Star Swivel Stool, Adjustable",8
"Advantus Frame, Erganomic",6
"SAFCO Steel Folding Chair, Black",8
"Stockwell Paper Clips, Assorted Sizes",7
"Eaton Computer Printout Paper, Recycled",6
"Novimex Removable Labels, Adjustable",6
"Smead Removable Labels, Adjustable",7
"Office Star Swivel Stool, Black",6
"Belkin Memory Card, Erganomic",9
"Cardinal Index Tab, Economy",9
"Avery Index Tab, Clear",6
"Tenex Clock, Black",6
"Ikea Classic Bookcase, Traditional",6
"HP Copy Machine, Color",7
"Dania Classic Bookcase, Traditional",8
"Sauder Library with Doors, Metal",6
"Bush 3-Shelf Cabinet, Metal",9
"Cisco Signal Booster, VoIP",6
"Avery Hole Reinforcements, Economy",7
O'Sullivan Living Dimensions 2-Shelf Bookcases,6
"Fellowes Box, Industrial",14
"Avery Index Tab, Clear",6
Apple iPhone 5S,6
"Accos Clamps, Metal",6
Hon 94000 Series Round Tables,8
Plantronics HL10 Handset Lifter,8
"SAFCO Swivel Stool, Black",6
Maxell LTO Ultrium - 800 GB,9
Xerox 1952,13
"Enermax Router, Bluetooth",6
"Stanley Canvas, Blue",12
"Eldon File Cart, Single Width",10
Cisco IP Phone 7961G VoIP phone - Dark gray,9
"Avery Binding Machine, Recycled",8
"StarTech Calculator, Red",6
"Jiffy Business Envelopes, Recycled",9
"Novimex Chairmat, Black",6
"Fellowes File Cart, Blue",6
Avery 513,12
"Avery Hole Reinforcements, Recycled",6
"Avery Hole Reinforcements, Recycled",6
"Avery Shipping Labels, Laser Printer Compatible",7
"Master Big Foot Doorstop, Beige",6
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,10
"BIC Markers, Water Color",6
"Safco Corner Shelving, Mobile",6
"Office Star Steel Folding Chair, Adjustable",7
Polycom CX300 Desktop Phone USB VoIP phone,6
"Ames Peel and Seal, with clear poly window",8
Tensor Computer Mounted Lamp,6
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,7
"Stanley Markers, Water Color",6
Avery 499,7
"Hoover Stove, White",7
"Harbour Creations Executive Leather Armchair, Adjustable",6
"Nokia Headset, VoIP",6
"Novimex Swivel Stool, Set of Two",8
"Eldon Shelving, Industrial",12
Hon Racetrack Conference Tables,6
Xerox 1884,9
"Fiskars Shears, Steel",7
"Advantus Stacking Tray, Erganomic",9
"Advantus Light Bulb, Duo Pack",9
"Hon Shipping Labels, 5000 Label Set",6
Avery Self-Adhesive Photo Pockets for Polaroid Photos,7
"Konica Receipt Printer, White",8
"Bush Floating Shelf Set, Pine",6
"Hewlett Ink, High-Speed",7
Polycom SoundPoint Pro SE-225 Corded phone,7
Panasonic Kx-TS550,6
"Hon Bag Chairs, Set of Two",7
"Jiffy Mailers, Recycled",7
"Fiskars Letter Opener, Easy Grip",6
"Acco Binder Covers, Economy",6
"Fiskars Trimmer, Steel",6
"SAFCO Bag Chairs, Red",6
"Novimex File Folder Labels, Adjustable",9
"Cisco Smart Phone, with Caller ID",8
"Safco Stackable Bookrack, Pine",6
Tennsco Double-Tier Lockers,6
"Kleencut Box Cutter, High Speed",7
OIC Stacking Trays,6
"Array Parchment Paper, Assorted Colors",6
"Office Star Swivel Stool, Red",6
Belkin 8 Outlet Surge Protector,6
"Green Bar Parchment Paper, Recycled",10
"Cameo Interoffice Envelope, Recycled",6
"Elite Shears, Serrated",6
"Tenex Light Bulb, Black",10
Wilson Jones Legal Size Ring Binders,7
"Hon Bag Chairs, Adjustable",6
Acme Stainless Steel Office Snips,7
"Novimex Swivel Stool, Red",6
"Ikea 3-Shelf Cabinet, Traditional",6
"Panasonic Phone, Red",6
"Binney & Smith Canvas, Fluorescent",7
"Acme Shears, High Speed",7
"Cardinal Binder, Economy",6
"Ibico Binder, Recycled",8
"Enermax Message Books, Multicolor",7
"Avery File Folder Labels, 5000 Label Set",8
"Sharp Wireless Fax, Digital",9
"Office Star Rocking Chair, Black",7
"Xerox Computer Printout Paper, Recycled",7
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",7
"Decoflex Hanging Personal Folder File, Blue",6
"Eldon 200 Class Desk Accessories, Black",9
"Apple Speaker Phone, Cordless",6
"KitchenAid Refrigerator, Silver",9
"Cisco Office Telephone, Full Size",6
Jabra SPEAK 410,8
"Breville Toaster, Silver",6
"Southworth 100% Résumé Paper, 24lb.",8
"Avery Binder, Clear",7
Avery White Multi-Purpose Labels,8
"Nokia Smart Phone, Cordless",9
"Motorola Smart Phone, with Caller ID",6
"Novimex Rocking Chair, Set of Two",8
"Tenex File Cart, Single Width",8
"HP Fax and Copier, Laser",8
Mophie Juice Pack Helium for iPhone,9
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",6
Xerox 1893,8
"Hon File Folder Labels, Alphabetical",6
"Ibico Binding Machine, Economy",8
Belkin Standard 104 key USB Keyboard,7
"Green Bar Message Books, 8.5 x 11",9
"Rogers Box, Blue",14
"Cardinal Hole Reinforcements, Recycled",8
Xerox 216,7
Acco Side-Punched Conventional Columnar Pads,6
"Motorola Smart Phone, Full Size",7
Polycom SoundPoint Pro SE-225 Corded phone,7
"Belkin Memory Card, Programmable",6
Acco 3-Hole Punch,10
"Stockwell Paper Clips, Bulk Pack",6
"Ikea Library with Doors, Traditional",11
Ames Color-File Green Diamond Border X-ray Mailers,9
"Ibico Binder, Economy",7
"Jiffy Clasp Envelope, Set of 50",7
"Novimex File Folder Labels, 5000 Label Set",7
"Tenex Trays, Wire Frame",6
"Boston Pencil Sharpener, Water Color",6
Xerox 1954,6
Smead Adjustable Mobile File Trolley with Lockable Top,7
Xerox 1941,7
"StarTech Phone, White",6
DMI Eclipse Executive Suite Bookcases,10
"Eaton Message Books, Multicolor",6
"Safco Library with Doors, Mobile",9
"Novimex Swivel Stool, Black",7
"Hon Rocking Chair, Adjustable",7
Hon 4-Shelf Metal Bookcases,6
"Hon Chairmat, Black",14
"Hamilton Beach Coffee Grinder, Red",7
Motorola Droid Maxx,6
"Adams ""While You Were Out"" Message Pads",7
Pressboard Hanging Data Binders for Unburst Sheets,8
Apple iPhone 5,7
"Motorola Audio Dock, VoIP",7
Sauder Inglewood Library Bookcases,6
"Wilson Jones 3-Hole Punch, Durable",7
"Premier Elliptical Ring Binder, Black",7
Avery 480,6
Toshiba IPT2010-SD IP Telephone,6
Multicolor Computer Printout Paper,6
"SanDisk Flash Drive, Erganomic",9
"Acco Binder Covers, Recycled",6
"Hamilton Beach Microwave, Black",13
"Breville Microwave, Black",7
"Avery Binding Machine, Durable",12
"Cameo Manila Envelope, Recycled",7
Xerox 1895,9
"Konica Phone, Red",7
"Xerox Cards & Envelopes, Recycled",9
"StarTech Receipt Printer, White",6
"Advantus Photo Frame, Erganomic",10
"Hoover Blender, Silver",6
Maxell 4.7GB DVD-R 5/Pack,7
"Hon Wood Table, Adjustable Height",6
"Novimex Rocking Chair, Red",9
"Carina 42""Hx23 3/4""W Media Storage Unit",6
