product_name,sales
"Sharp Copy Machine, Color",963.0
"Ikea Corner Shelving, Metal",735.0
Xerox 1934,448.0
Panasonic KX T7731-B Digital phone,400.0
"Logitech Keyboard, Erganomic",351.0
"Apple Speaker Phone, Full Size",332.0
"Panasonic Calculator, Red",379.0
"Nokia Audio Dock, with Caller ID",333.0
"Apple Headset, with Caller ID",586.0
"Hon Rocking Chair, Red",392.0
"HP Wireless Fax, Color",722.0
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.0
"Global Value Steno Chair, Gray",340.0
"Memorex Memory Card, Bluetooth",955.0
Sharp 1540cs Digital Laser Copier,550.0
AT&T 1070 Corded Phone,446.0
Advantus Rolling Drawer Organizers,423.0
"Harbour Creations Swivel Stool, Adjustable",365.0
Dana Halogen Swing-Arm Architect Lamp,328.0
"Sharp Copy Machine, Laser",956.0
"Hon Executive Leather Armchair, Black",457.0
"Bush Floating Shelf Set, Mobile",469.0
"Apple Audio Dock, Full Size",336.0
"KitchenAid Toaster, White",334.0
"Kraft Interoffice Envelope, Recycled",503.0
"Hon Swivel Stool, Set of Two",796.0
"Apple Speaker Phone, VoIP",370.0
"SanDisk Router, USB",513.0
"Hewlett Wireless Fax, High-Speed",757.0
"Acco Binding Machine, Recycled",360.0
Tennsco Single-Tier Lockers,375.0
"Hon Rocking Chair, Set of Two",478.0
"Cisco Signal Booster, with Caller ID",304.0
BlackBerry Q10,806.0
"Konica Receipt Printer, Red",597.0
"SAFCO Rocking Chair, Black",618.0
"Bush Library with Doors, Metal",327.0
"Motorola Signal Booster, Cordless",584.0
"Hon Rocking Chair, Black",769.0
"SAFCO Swivel Stool, Red",453.0
"Wilson Jones Binding Machine, Clear",339.0
"Ikea 3-Shelf Cabinet, Pine",431.0
"Apple Office Telephone, VoIP",392.0
"SanDisk Keyboard, Erganomic",396.0
"Sharp Copy Machine, Laser",466.0
"Hon Swivel Stool, Black",537.0
Chromcraft Rectangular Conference Tables,853.0
"Brother Ink, Color",669.0
"SanDisk Cards & Envelopes, Premium",581.0
"Rogers File Cart, Single Width",510.0
"Harbour Creations Steel Folding Chair, Black",955.0
"SAFCO Swivel Stool, Red",756.0
"Dania Library with Doors, Metal",579.0
Logitech Gaming G510s - Keyboard,340.0
"Hoover Microwave, Black",924.0
"Fellowes Lockers, Industrial",499.0
"Canon Fax Machine, Color",640.0
"Dania Stackable Bookrack, Traditional",605.0
"Cisco Speaker Phone, Cordless",382.0
"Motorola Speaker Phone, Full Size",524.0
"Eldon Trays, Wire Frame",423.0
"Belkin Keyboard, Erganomic",346.0
"Cisco Signal Booster, with Caller ID",304.0
"Motorola Headset, VoIP",359.0
"Sauder Classic Bookcase, Pine",700.0
"Hon Metal Bookcases, Gray",639.0
"Cuisinart Refrigerator, White",494.0
Space Solutions HD Industrial Steel Shelving.,345.0
"Dania Library with Doors, Mobile",730.0
"Global Leather and Oak Executive Chair, Black",421.0
"Safco Chair Connectors, 6/Carton",500.0
GBC DocuBind TL300 Electric Binding System,897.0
"Smead Lockers, Industrial",895.0
"Bush Floating Shelf Set, Traditional",514.0
"Sauder Corner Shelving, Metal",396.0
"KitchenAid Microwave, Silver",622.0
"Harbour Creations Steel Folding Chair, Set of Two",811.0
"Konica Receipt Printer, Red",557.0
"Apple Smart Phone, Cordless",636.0
"Office Star Executive Leather Armchair, Adjustable",744.0
"Rogers Shelving, Industrial",451.0
"Motorola Speaker Phone, Full Size",393.0
"Sanford Sketch Pad, Fluorescent",327.0
"Canon Copy Machine, Digital",393.0
"Sauder Stackable Bookrack, Pine",796.0
"Motorola Speaker Phone, with Caller ID",646.0
"Dania Corner Shelving, Traditional",439.0
"Novimex Steel Folding Chair, Adjustable",424.0
"Harbour Creations Swivel Stool, Set of Two",821.0
"Office Star Rocking Chair, Set of Two",429.0
"Hoover Stove, Black",379.0
"Konica Receipt Printer, Durable",330.0
"Canon Fax Machine, High-Speed",538.0
"Fellowes File Cart, Single Width",865.0
GE 30522EE2,580.0
"Logitech Router, Bluetooth",742.0
"Logitech Router, Bluetooth",371.0
"Smead File Cart, Single Width",514.0
"Bush Stackable Bookrack, Pine",630.0
GBC DocuBind 200 Manual Binding Machine,505.0
"Belkin Memory Card, USB",311.0
"Hoover Stove, Silver",569.0
"Hoover Stove, Black",757.0
"Eaton Cards & Envelopes, 8.5 x 11",395.0
"Chromcraft Round Table, Adjustable Height",501.0
"Cisco Audio Dock, VoIP",729.0
"Eldon File Cart, Single Width",384.0
"Bush Classic Bookcase, Mobile",415.0
"Konica Printer, Wireless",683.0
"Chromcraft Wood Table, Rectangular",768.0
"SAFCO Rocking Chair, Black",484.0
"Fellowes Lockers, Industrial",374.0
"Tenex File Cart, Single Width",362.0
"Sharp Ink, Digital",447.0
"Rogers File Cart, Single Width",765.0
"Chromcraft Round Table, Fully Assembled",375.0
"Eldon File Cart, Single Width",768.0
"Harbour Creations Executive Leather Armchair, Black",474.0
WD My Passport Ultra 2TB Portable External Hard Drive,357.0
"Sauder Classic Bookcase, Metal",348.0
"Hon Conference Table, Fully Assembled",923.0
"Tenex Lockers, Single Width",561.0
Logitech Gaming G510s - Keyboard,476.0
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,560.0
"Sauder 3-Shelf Cabinet, Mobile",541.0
"Office Star Chairmat, Adjustable",307.0
"Dania Stackable Bookrack, Mobile",486.0
"Harbour Creations Rocking Chair, Black",579.0
"Apple Headset, Cordless",406.0
"Deflect-O Clock, Duo Pack",353.0
"Bush 3-Shelf Cabinet, Mobile",438.0
"Ikea 3-Shelf Cabinet, Traditional",556.0
"Okidata Card Printer, Durable",876.0
"Rogers Trays, Industrial",870.0
"Logitech Keyboard, Programmable",666.0
"HP Fax Machine, Color",603.0
"Bush 3-Shelf Cabinet, Metal",514.0
"SanDisk Keyboard, Programmable",332.0
"Eldon File Cart, Single Width",768.0
"Canon Fax Machine, Digital",318.0
"Harbour Creations Swivel Stool, Black",320.0
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",822.0
"Motorola Speaker Phone, Full Size",524.0
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,400.0
Ibico Hi-Tech Manual Binding System,305.0
KI Adjustable-Height Table,430.0
"Sharp Wireless Fax, Laser",712.0
"Fellowes File Cart, Blue",458.0
AT&T EL51110 DECT,378.0
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976.0
"Fellowes Trays, Wire Frame",457.0
"Rogers Lockers, Industrial",424.0
"Hon Swivel Stool, Black",322.0
"Hunt PowerHouse Electric Pencil Sharpener, Blue",304.0
Carina Double Wide Media Storage Towers in Natural & Black,486.0
"Hon Rocking Chair, Black",547.0
SAFCO Arco Folding Chair,967.0
"Sauder Corner Shelving, Traditional",650.0
"Brother Copy Machine, Color",492.0
Global Italian Leather Office Chair,786.0
"Samsung Smart Phone, Cordless",767.0
"Sauder Floating Shelf Set, Pine",731.0
"Memorex Router, Erganomic",325.0
"Harbour Creations Bag Chairs, Black",414.0
"Hewlett Ink, Laser",446.0
"Bush Library with Doors, Pine",731.0
"Fiskars Shears, High Speed",667.0
"Apple Speaker Phone, with Caller ID",777.0
"Konica Inkjet, White",745.0
"SAFCO Swivel Stool, Adjustable",682.0
"Dania 3-Shelf Cabinet, Traditional",339.0
GBC DocuBind P100 Manual Binding Machine,332.0
"Tenex Frame, Black",440.0
Compact Automatic Electric Letter Opener,358.0
"Cameo Interoffice Envelope, Set of 50",316.0
"Nokia Speaker Phone, VoIP",411.0
"Novimex Swivel Stool, Red",395.0
"Breville Stove, Red",749.0
"Padded Folding Chairs, Black, 4/Carton",340.0
"Safco Stackable Bookrack, Pine",301.0
"HP Fax Machine, High-Speed",992.0
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.0
KI Adjustable-Height Table,464.0
"Sanford Markers, Water Color",317.0
"HP Fax Machine, Digital",598.0
"Novimex Executive Leather Armchair, Adjustable",456.0
"Enermax Router, Bluetooth",723.0
"Harbour Creations Executive Leather Armchair, Adjustable",508.0
"Brother Wireless Fax, Digital",965.0
"Tenex Lockers, Single Width",408.0
"Office Star Rocking Chair, Adjustable",382.0
Fellowes Officeware Wire Shelving,449.0
"Eldon File Cart, Single Width",809.0
"Tenex Frame, Durable",749.0
"Sauder Classic Bookcase, Traditional",785.0
"KitchenAid Refrigerator, Red",634.0
"Canon Fax Machine, Color",640.0
"Advantus Photo Frame, Erganomic",361.0
"Apple Audio Dock, VoIP",301.0
"Fellowes Lockers, Single Width",553.0
"Konica Card Printer, Red",862.0
"Ikea Library with Doors, Traditional",654.0
"Hon Coffee Table, with Bottom Storage",616.0
"Bush Floating Shelf Set, Pine",518.0
Hon Olson Stacker Stools,887.0
"Breville Microwave, Silver",302.0
"Sauder 3-Shelf Cabinet, Metal",332.0
"Sharp Personal Copier, Digital",359.0
"Breville Blender, White",737.0
"Hewlett Copy Machine, Color",418.0
"Deflect-O Photo Frame, Black",311.0
DMI Eclipse Executive Suite Bookcases,802.0
Global Leather Executive Chair,632.0
Ooma Telo VoIP Home Phone System,630.0
"HP Copy Machine, Laser",973.0
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.0
"Cisco Speaker Phone, Cordless",565.0
"Nokia Signal Booster, Full Size",551.0
O'Sullivan Living Dimensions 2-Shelf Bookcases,363.0
Bevis 44 x 96 Conference Tables,618.0
"Hon Coffee Table, Fully Assembled",317.0
"Safco Classic Bookcase, Mobile",705.0
"KitchenAid Microwave, Red",621.0
"Eldon File Cart, Industrial",307.0
"Dania Floating Shelf Set, Mobile",687.0
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,580.0
"SAFCO Commercial Wire Shelving, Black",332.0
"Lesro Wood Table, Rectangular",496.0
"Stanley Canvas, Fluorescent",304.0
"HP Ink, Digital",385.0
"Boston Canvas, Water Color",398.0
"Motorola Smart Phone, Cordless",643.0
"Tenex Frame, Erganomic",326.0
"StarTech Inkjet, Wireless",543.0
"Ikea Floating Shelf Set, Traditional",568.0
"Hoover Microwave, Black",411.0
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.0
"Safco Corner Shelving, Mobile",410.0
"Office Star Swivel Stool, Black",343.0
Carina Double Wide Media Storage Towers in Natural & Black,405.0
"Tenex Lockers, Industrial",409.0
"Fellowes File Cart, Blue",618.0
"Apple Audio Dock, VoIP",710.0
"Safco Floating Shelf Set, Pine",740.0
O'Sullivan Living Dimensions 5-Shelf Bookcases,301.0
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",586.0
"KitchenAid Refrigerator, Black",438.0
"Safco Corner Shelving, Traditional",747.0
"Nokia Audio Dock, with Caller ID",425.0
"Apple Smart Phone, Full Size",424.0
"HP Ink, Laser",514.0
"KitchenAid Refrigerator, Red",422.0
"Dual Level, Single-Width Filing Carts",310.0
DMI Arturo Collection Mission-style Design Wood Chair,604.0
"Hamilton Beach Microwave, Black",507.0
"BIC Canvas, Fluorescent",445.0
"Sharp Wireless Fax, Laser",474.0
"Cuisinart Microwave, White",689.0
"Eldon File Cart, Blue",305.0
"Sharp Fax Machine, High-Speed",999.0
"Sharp Copy Machine, Laser",477.0
"Rubbermaid Frame, Erganomic",506.0
"Belkin Memory Card, Bluetooth",536.0
"Konica Inkjet, White",621.0
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.0
"StarTech Inkjet, Wireless",302.0
Star Micronics TSP800 TSP847IIU Receipt Printer,686.0
"Fellowes Lockers, Single Width",553.0
"Hon 30"" x 60"" Table with Locking Drawer",409.0
"Dania Corner Shelving, Traditional",854.0
Fellowes Super Stor/Drawer Files,808.0
"Advantus Frame, Duo Pack",667.0
"Breville Coffee Grinder, Silver",438.0
Eureka Sanitaire  Commercial Upright,795.0
"Office Star Executive Leather Armchair, Adjustable",940.0
"Hamilton Beach Stove, Black",578.0
"Hamilton Beach Refrigerator, Black",533.0
"Safco Floating Shelf Set, Traditional",393.0
"Chromcraft Computer Table, with Bottom Storage",443.0
Bose SoundLink Bluetooth Speaker,318.0
"Motorola Audio Dock, with Caller ID",780.0
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.0
"Rubbermaid Frame, Duo Pack",880.0
"Novimex Executive Leather Armchair, Red",859.0
"Samsung Audio Dock, VoIP",568.0
"Bush Corner Shelving, Pine",350.0
"Canon Copy Machine, High-Speed",521.0
"Panasonic Phone, Durable",361.0
"SAFCO Swivel Stool, Set of Two",851.0
"Stanley Sketch Pad, Easy-Erase",358.0
"Ikea Classic Bookcase, Metal",822.0
"SanDisk Memory Card, USB",901.0
"Apple Signal Booster, Full Size",966.0
"Apple Audio Dock, VoIP",668.0
"Cisco Speaker Phone, with Caller ID",415.0
"Chromcraft Coffee Table, Adjustable Height",539.0
"Hewlett Personal Copier, Color",583.0
"Tenex Shelving, Industrial",331.0
"Okidata Printer, White",443.0
"Apple Signal Booster, with Caller ID",340.0
"Dania 3-Shelf Cabinet, Mobile",576.0
"Eldon Door Stop, Durable",425.0
Fellowes Staxonsteel Drawer Files,386.0
"Eldon File Cart, Industrial",512.0
"Hewlett Fax and Copier, Laser",579.0
"Barricks Wood Table, Fully Assembled",518.0
"Hon Wood Table, Rectangular",740.0
"Hewlett Fax and Copier, Digital",768.0
"Apple Audio Dock, with Caller ID",334.0
"Cisco Smart Phone, with Caller ID",785.0
"Ikea Classic Bookcase, Traditional",412.0
"Novimex Swivel Stool, Adjustable",334.0
"Cisco Signal Booster, with Caller ID",486.0
"Dania Floating Shelf Set, Pine",854.0
"Memorex Router, USB",986.0
"Hamilton Beach Microwave, Red",904.0
Motorola Droid Maxx,720.0
Cisco 8x8 Inc. 6753i IP Business Phone System,756.0
"SanDisk Memory Card, Erganomic",441.0
"Brother Ink, Digital",782.0
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,434.0
WD My Passport Ultra 1TB Portable External Hard Drive,345.0
"Hon Swivel Stool, Black",516.0
"Brother Fax Machine, Digital",635.0
Space Solutions Industrial Galvanized Steel Shelving.,315.0
"Brother Copy Machine, Color",316.0
"Motorola Audio Dock, Full Size",524.0
"Rogers Lockers, Blue",635.0
"Ibico Binding Machine, Clear",321.0
"Tenex Lockers, Industrial",325.0
"Motorola Smart Phone, Full Size",429.0
"Office Star Rocking Chair, Red",845.0
"Eldon Lockers, Single Width",713.0
"Hewlett Copy Machine, Laser",700.0
Xerox 1951,322.0
"Hoover Stove, Silver",911.0
"Smead File Cart, Industrial",385.0
"Hewlett Fax Machine, Digital",959.0
"Sharp Fax and Copier, Color",339.0
"KitchenAid Refrigerator, Black",703.0
"Hoover Microwave, Silver",928.0
"Nokia Smart Phone, Full Size",637.0
"KitchenAid Coffee Grinder, Red",352.0
"Hon Coffee Table, with Bottom Storage",337.0
"HP Fax Machine, Color",602.0
"Dania Library with Doors, Metal",724.0
"Harbour Creations Executive Leather Armchair, Black",691.0
"Bush Floating Shelf Set, Metal",341.0
"Okidata Printer, Wireless",403.0
"Canon Wireless Fax, Laser",756.0
"SAFCO Rocking Chair, Adjustable",962.0
"Eldon File Cart, Industrial",682.0
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.0
"Global Wood Trimmed Manager's Task Chair, Khaki",546.0
"Ibico Binding Machine, Clear",380.0
"Harbour Creations Swivel Stool, Adjustable",493.0
"Epson Calculator, Wireless",371.0
"Bush Corner Shelving, Pine",376.0
"Sharp Fax and Copier, Color",340.0
"Cisco Speaker Phone, with Caller ID",519.0
RCA Visys Integrated PBX 8-Line Router,322.0
"24 Capacity Maxi Data Binder Racks, Pearl",505.0
"Safco Stackable Bookrack, Traditional",966.0
"Hon Chairmat, Set of Two",809.0
"Hon Swivel Stool, Red",327.0
"Novimex Executive Leather Armchair, Black",916.0
"Smead File Cart, Single Width",514.0
"Samsung Audio Dock, Cordless",423.0
"Fellowes File Cart, Wire Frame",546.0
Logitech Wireless Performance Mouse MX for PC and Mac,320.0
"Lesro Round Back Collection Coffee Table, End Table",329.0
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",410.0
"Breville Blender, White",737.0
"SAFCO Steel Folding Chair, Set of Two",317.0
"Canon Fax and Copier, Digital",516.0
Hon 2111 Invitation Series Straight Table,591.0
"Sharp Ink, Color",503.0
"Office Star Swivel Stool, Adjustable",941.0
"Advantus Frame, Erganomic",494.0
"SAFCO Steel Folding Chair, Black",500.0
"Apple Smart Phone, Full Size",383.0
"Chromcraft Coffee Table, Adjustable Height",431.0
"Office Star Swivel Stool, Black",309.0
"Bush Library with Doors, Metal",873.0
"Belkin Memory Card, Erganomic",676.0
"Logitech Router, Erganomic",490.0
"Hon Coffee Table, Adjustable Height",339.0
"Cisco Signal Booster, with Caller ID",304.0
"Breville Refrigerator, Red",862.0
"Canon Fax Machine, High-Speed",883.0
"Cuisinart Refrigerator, Silver",596.0
Vtech CS6719,384.0
"Tenex Clock, Black",302.0
"SAFCO Swivel Stool, Adjustable",307.0
"HP Ink, Laser",347.0
"Chromcraft Round Table, with Bottom Storage",747.0
"Office Star Rocking Chair, Set of Two",382.0
"Safco Floating Shelf Set, Traditional",590.0
"Cisco Signal Booster, VoIP",912.0
"Hoover Toaster, Silver",422.0
"Tenex File Cart, Blue",533.0
"Fellowes Lockers, Industrial",416.0
O'Sullivan Living Dimensions 2-Shelf Bookcases,617.0
"Tenex Frame, Erganomic",434.0
"Sharp Copy Machine, Color",475.0
Premier Automatic Letter Opener,481.0
"Eldon Lockers, Industrial",397.0
"Novimex Swivel Stool, Set of Two",750.0
"Bevis Wood Table, with Bottom Storage",747.0
"Dania Stackable Bookrack, Traditional",545.0
Plantronics HL10 Handset Lifter,742.0
"SAFCO Swivel Stool, Black",993.0
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",386.0
Tennsco Regal Shelving Units,406.0
"Memorex Router, Programmable",743.0
"Canon Copy Machine, Color",527.0
"Stanley Canvas, Blue",594.0
"Eldon File Cart, Single Width",770.0
Cisco IP Phone 7961G VoIP phone - Dark gray,979.0
"Carina Mini System Audio Rack, Model AR050B",444.0
"Bush Library with Doors, Traditional",389.0
"Dania Floating Shelf Set, Traditional",677.0
"Fellowes Lockers, Wire Frame",929.0
"Fellowes Lockers, Industrial",520.0
"Canon Ink, Laser",589.0
Kensington 7 Outlet MasterPiece Power Center,534.0
"Novimex Chairmat, Black",323.0
"Fellowes File Cart, Blue",494.0
"Tenex Lockers, Single Width",368.0
"Samsung Speaker Phone, Cordless",336.0
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,800.0
"Safco Corner Shelving, Mobile",608.0
"Motorola Speaker Phone, VoIP",649.0
"Hewlett Fax and Copier, Digital",385.0
"Office Star Steel Folding Chair, Adjustable",593.0
Polycom CX300 Desktop Phone USB VoIP phone,540.0
Adjustable Depth Letter/Legal Cart,363.0
"Sharp Fax and Copier, Digital",505.0
Panasonic KX-TG9471B,784.0
"Office Star Swivel Stool, Set of Two",881.0
Tenex Antistatic Computer Chair Mats,410.0
"Ikea Classic Bookcase, Mobile",746.0
"Office Star Steel Folding Chair, Set of Two",376.0
"Okidata Printer, Wireless",537.0
"Eldon Shelving, Industrial",391.0
Hon Racetrack Conference Tables,945.0
"Konica Receipt Printer, White",820.0
Polycom SoundPoint Pro SE-225 Corded phone,666.0
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0
"SAFCO Swivel Stool, Black",331.0
"HP Copy Machine, Laser",487.0
Hewlett-Packard Deskjet D4360 Printer,448.0
"Bevis Round Conference Table Top, X-Base",574.0
"Safco Stackable Bookrack, Pine",909.0
"Breville Refrigerator, White",931.0
"Nokia Audio Dock, Cordless",339.0
"Chromcraft Round Table, Adjustable Height",751.0
"Motorola Audio Dock, VoIP",347.0
"Sauder 3-Shelf Cabinet, Metal",831.0
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.0
"Office Star Swivel Stool, Red",417.0
"Novimex Swivel Stool, Red",395.0
"Ikea 3-Shelf Cabinet, Traditional",769.0
"Panasonic Phone, Red",492.0
"Binney & Smith Canvas, Fluorescent",368.0
Toshiba IPT2010-SD IP Telephone,334.0
"Acme Shears, High Speed",349.0
"Office Star Rocking Chair, Black",969.0
Samsung Galaxy Note 3,704.0
"Tenex Lockers, Blue",678.0
"StarTech Inkjet, Wireless",604.0
"Chromcraft Conference Table, with Bottom Storage",524.0
SAFCO Boltless Steel Shelving,341.0
"Enermax Router, Erganomic",543.0
"Apple Speaker Phone, Cordless",643.0
"Dania Library with Doors, Traditional",725.0
"Cisco Office Telephone, Full Size",491.0
Jabra SPEAK 410,602.0
"Tenex File Cart, Single Width",604.0
"Breville Toaster, Silver",465.0
"Konica Phone, Durable",432.0
